pot,date,n_lesions,size_lesions,genotype_id,type,rep,row,column,fgcc
1210,2021-08-17,35,0.01976102909676911,FLP260,FLIP,2,51,10,0.3179587847484579
1211,2021-08-17,38,0.02138733586462391,FLP137,FLIP,2,51,11,0.27256733125977245
1212,2021-08-17,8,0.00437881646832887,FLP503,FLIP,2,51,12,0.5129989443535186
1233,2021-08-17,60,0.0274355225225626,VVL034,Vavilov,2,52,9,0.16298724838132975
1234,2021-08-17,63,0.02697511222030804,VVL151,Vavilov,2,52,10,0.30361993462057413
1235,2021-08-17,51,0.02186097805649921,FLP085,FLIP,2,52,11,0.3581201517617613
1236,2021-08-17,8,0.00494191395061341,FLP425,FLIP,2,52,12,0.4458027668195897
1165,2021-08-17,69,0.02956201153261244,VVL003,Vavilov,2,49,13,0.14187479037367645
1166,2021-08-17,30,0.01097354031316799,VVL190,Vavilov,2,49,14,0.08861998964461311
1167,2021-08-17,9,0.0046438072757172,FLP117,FLIP,2,49,15,0.44181809675633166
1168,2021-08-17,52,0.02942953467300544,FLP056,FLIP,2,49,16,0.13237849023123183
1189,2021-08-17,19,0.01243096192737,FLP608,FLIP,2,50,13,0.3845024435770984
1190,2021-08-17,21,0.01023160252460823,FLP413,FLIP,2,50,14,0.35583468015440634
1191,2021-08-17,19,0.00901600311702868,FLP412,FLIP,2,50,15,0.18550411213031423
1192,2021-08-17,12,0.00678353277540565,FLP206,FLIP,2,50,16,0.4006663587131743
1213,2021-08-17,26,0.01093049455246777,FLP442,FLIP,2,51,13,0.2543994881201461
1214,2021-08-17,19,0.00654503453881733,FLP081,FLIP,2,51,14,0.123763255954811
1215,2021-08-17,54,0.02416301174259361,FLP540,FLIP,2,51,15,0.3224701069647151
1216,2021-08-17,36,0.02279506509240478,FLP450,FLIP,2,51,16,0.3150241067135064
1237,2021-08-17,14,0.0098970681284703,FLP560,FLIP,2,52,13,0.6213866072629065
1238,2021-08-17,6,0.0036302496329332,FLP449,FLIP,2,52,14,0.5690426828990933
1239,2021-08-17,45,0.02433524649532188,FLP213,FLIP,2,52,15,0.30776028173534764
1240,2021-08-17,32,0.01410364725651201,VVL092,Vavilov,2,52,16,0.05064472590791009
1169,2021-08-17,25,0.01059594894361709,VVL060,Vavilov,2,49,17,0.0905510475389435
1170,2021-08-17,8,0.00562093021499207,FLP505,FLIP,2,49,18,0.5111738793453263
1171,2021-08-17,3,0.001616385048048,FLP181,FLIP,2,49,19,0.38761929688509994
1172,2021-08-17,17,0.00976457894722766,FLP607,FLIP,2,49,20,0.29988368538420246
1193,2021-08-17,75,0.03278152521899576,VVL131,Vavilov,2,50,17,0.2876713175344664
1194,2021-08-17,42,0.02985023250803819,FLP443,FLIP,2,50,18,0.46783935030326046
1195,2021-08-17,54,0.03094988828481512,FLP068,FLIP,2,50,19,0.26975189522172643
1196,2021-08-17,27,0.01534244565829493,FLP122,FLIP,2,50,20,0.2851937338209859
1217,2021-08-17,14,0.0082210586239588,FLP285,FLIP,2,51,17,0.656208582636998
1218,2021-08-17,93,0.04074425227049209,VVL045,Vavilov,2,51,18,0.18899194053979945
1219,2021-08-17,34,0.00982749862317424,FLP139,FLIP,2,51,19,0.04628576846547649
1220,2021-08-17,11,0.00679678799401346,FLP104,FLIP,2,51,20,0.5056390633222971
1241,2021-08-17,8,0.00408734434393818,FLP166,FLIP,2,52,17,0.5706193270803991
1242,2021-08-17,30,0.01157307147217035,VVL165,Vavilov,2,52,18,0.03779971301903662
1243,2021-08-17,6,0.00345801414089329,FLP488,FLIP,2,52,19,0.57738299812709315
1244,2021-08-17,18,0.00978114318556472,VVL155,Vavilov,2,52,20,0.10542979893059372
117,2021-08-17,9,0.00645562393496994,FLP127,FLIP,1,5,21,0.2593877783240253
118,2021-08-17,32,0.01285159343074775,VVL030,Vavilov,1,5,22,0.15472974009562537
119,2021-08-17,19,0.00970164842821779,FLP128,FLIP,1,5,23,0.1424279407482102
120,2021-08-17,5,0.0017555001546423,VVL031,Vavilov,1,5,24,0.02215913775826805
141,2021-08-17,8,0.0026564360830625,VVL037,Vavilov,1,6,21,0.1760409347647878
142,2021-08-17,19,0.00856221619358812,FLP143,FLIP,1,6,22,0.4497377527174705
143,2021-08-17,13,0.0061012063002178,VVL038,Vavilov,1,6,23,0.0309234245308207
144,2021-08-17,12,0.00377267203423871,INT032,Introgression,1,6,24,0.3390546813676521
165,2021-08-17,38,0.02573969549498399,FLP157,FLIP,1,7,21,0.3100225673988599
166,2021-08-17,25,0.01104310792915737,FLP158,FLIP,1,7,22,0.4664780041719229
167,2021-08-17,44,0.01705488054294821,FLP159,FLIP,1,7,23,0.06395676995133001
168,2021-08-17,10,0.00279555118965679,FLP160,FLIP,1,7,24,0.0564312750355176
190,2021-08-17,36,0.02360988419890955,FLP174,FLIP,1,8,22,0.3032489595190904
189,2021-08-17,6,0.00695577935695456,FLP173,FLIP,1,8,21,0.3510650002781872
191,2021-08-17,40,0.01933704109416732,FLP175,FLIP,1,8,23,0.41315033333363954
192,2021-08-17,1,6.889536737765154e-4,VVL052,Vavilov,1,8,24,0.07526819826889136
1173,2021-08-17,1,2.9810379984491917e-4,FLP461,FLIP,2,49,21,0.32018463535736014
1174,2021-08-17,12,0.00450799445301771,FLP509,FLIP,2,49,22,0.28789655241751005
1175,2021-08-17,1,0.00167601504926599,FLP174,FLIP,2,49,23,0.5170763581921476
1176,2021-08-17,0,0,VVL067,Vavilov,2,49,24,0.06552016502186851
1197,2021-08-17,26,0.0160347169359206,VVL133,Vavilov,2,50,21,0.12610503628292694
1198,2021-08-17,25,0.01880378993003382,FLP599,FLIP,2,50,22,0.4730826858894097
1199,2021-08-17,61,0.0300621752922458,FLP044,FLIP,2,50,23,0.2541179445163415
1200,2021-08-17,27,0.01594528045657343,FLP428,FLIP,2,50,24,0.2779895298412799
1221,2021-08-17,53,0.02083417587390753,VVL069,Vavilov,2,51,21,0.0998519232975708
1222,2021-08-17,17,0.00731349097902494,FLP397,FLIP,2,51,22,0.6082997981025302
1223,2021-08-17,29,0.01468993145241098,FLP602,FLIP,2,51,23,0.32917084473526464
1224,2021-08-17,17,0.00947971972827532,FLP097,FLIP,2,51,24,0.5147941988624843
1245,2021-08-17,50,0.02488177957498072,FLP228,FLIP,2,52,21,0.26514451695240643
1246,2021-08-17,26,0.01213616057570853,FLP378,FLIP,2,52,22,0.26335257472113244
1247,2021-08-17,56,0.03115855293563563,FLP452,FLIP,2,52,23,0.2777046739597835
1248,2021-08-17,46,0.02227171231909049,FLP230,FLIP,2,52,24,0.3033913874598386
1249,2021-08-17,8,0.00510752532450222,VVL142,Vavilov,2,53,1,0.02469634247020128
1250,2021-08-17,11,0.0056937963362247,FLP410,FLIP,2,53,2,0.25728779426741216
1251,2021-08-17,5,0.00283861617215394,FLP045,FLIP,2,53,3,0.4206824528048356
1252,2021-08-17,34,0.01728011251250412,FLP325,FLIP,2,53,4,0.11681078507968327
1273,2021-08-17,26,0.01291123164639799,FLP259,FLIP,2,54,1,0.4260649040540413
1274,2021-08-17,35,0.02035061574086427,FLP095,FLIP,2,54,2,0.19983302542512257
1275,2021-08-17,33,0.01328882379633319,VVL161,Vavilov,2,54,3,0.10000428807139448
1276,2021-08-17,8,0.00330895484796908,FLP205,FLIP,2,54,4,0.4583794852154259
1297,2021-08-17,12,0.00496508727469055,VVL025,Vavilov,2,55,1,0.04424540540731608
1298,2021-08-17,30,0.0133948241032953,FLP383,FLIP,2,55,2,0.4820324602127042
1299,2021-08-17,20,0.00508101533909312,VVL032,Vavilov,2,55,3,0.01175527352826506
1300,2021-08-17,6,0.00265643834203136,FLP434,FLIP,2,55,4,0.5668532673448011
1321,2021-08-17,1,2.086726598914434e-4,INT040,Introgression,2,56,1,0.13067597949763693
1322,2021-08-17,14,0.00517707248652984,VVL046,Vavilov,2,56,2,0.02242080769592173
1323,2021-08-17,25,0.01264294356593126,FLP553,FLIP,2,56,3,0.21669251887648044
1324,2021-08-17,15,0.00665103295644779,FLP565,FLIP,2,56,4,0.3215989779317668
1253,2021-08-17,21,0.01305366764261434,FLP418,FLIP,2,53,5,0.29194746803460453
1254,2021-08-17,25,0.01227197035906809,FLP600,FLIP,2,53,6,0.19013467634347697
1255,2021-08-17,11,0.00575341832835852,FLP079,FLIP,2,53,7,0.3230166327838653
1256,2021-08-17,16,0.00847279010551047,FLP124,FLIP,2,53,8,0.242664088258032
1277,2021-08-17,39,0.01854209606718481,FLP178,FLIP,2,54,5,0.22240619789486793
1278,2021-08-17,17,0.01103649941845301,FLP071,FLIP,2,54,6,0.19274475116463025
1279,2021-08-17,54,0.02542499870627642,FLP061,FLIP,2,54,7,0.2808712114331623
1280,2021-08-17,23,0.0094962732467783,VVL134,Vavilov,2,54,8,0.0555866442241038
1301,2021-08-17,9,0.00448150508585902,FLP053,FLIP,2,55,5,0.4890279906978256
1302,2021-08-17,41,0.02331839609742268,FLP387,FLIP,2,55,6,0.39565819484314424
1303,2021-08-17,34,0.0164354869689296,FLP304,FLIP,2,55,7,0.24712572630891191
1304,2021-08-17,15,0.00678021940201458,VVL028,Vavilov,2,55,8,0.03613363734005174
1325,2021-08-17,41,0.0242127193257526,VVL103,Vavilov,2,56,5,0.15531932552476913
1326,2021-08-17,19,0.0086847745780636,VVL035,Vavilov,2,56,6,0.06857408505372548
1327,2021-08-17,13,0.00651854648595506,FLP486,FLIP,2,56,7,0.42144758895164575
1328,2021-08-17,38,0.01670708751921259,FLP480,FLIP,2,56,8,0.3169915996624468
1257,2021-08-17,9,0.0060614647537785,FLP357,FLIP,2,53,9,0.333589423176151
1258,2021-08-17,4,0.00242789455981327,FLP405,FLIP,2,53,10,0.4908265574844832
1259,2021-08-17,5,0.00252726002876523,FLP561,FLIP,2,53,11,0.4418247213117153
1260,2021-08-17,3,0.00227553368123372,VVL217,Vavilov,2,53,12,0.4939500353478684
1281,2021-08-17,5,0.00242126838804138,VVL007,Vavilov,2,54,9,0.04378831108584508
1282,2021-08-17,7,0.00372961530724597,FLP337,FLIP,2,54,10,0.3596636731661489
1283,2021-08-17,7,0.00343813932207213,FLP193,FLIP,2,54,11,0.36037250059219816
1284,2021-08-17,1,2.3848303987593532e-4,FLP551,FLIP,2,54,12,0.3595841785015453
1305,2021-08-17,43,0.01533579796468509,VVL126,Vavilov,2,55,9,0.12348502462869825
1306,2021-08-17,10,0.00394159961549772,FLP301,FLIP,2,55,10,0.523084829925107
1307,2021-08-17,56,0.02481885443644994,VVL095,Vavilov,2,55,11,0.18786576612458103
1308,2021-08-17,8,0.00480942604260777,VVL140,Vavilov,2,55,12,0.35885878968703694
1329,2021-08-17,11,0.00721745481948808,FLP101,FLIP,2,56,9,0.509024211123336
1330,2021-08-17,48,0.02162249226477523,FLP390,FLIP,2,56,10,0.31448420544973993
1331,2021-08-17,20,0.00827404191729882,FLP557,FLIP,2,56,11,0.4620031170102757
1332,2021-08-17,17,0.00664440699003671,FLP084,FLIP,2,56,12,0.5926956578963717
1261,2021-08-17,0,0,WLD085,Wild cicer,2,53,13,0.07566898386960144
1262,2021-08-17,29,0.01726688649626661,FLP452,FLIP,2,53,14,0.2644257526932818
1263,2021-08-17,34,0.01881701496057765,FLP278,FLIP,2,53,15,0.15723050975294858
1264,2021-08-17,12,0.00755861025336501,FLP444,FLIP,2,53,16,0.333443682957711
1285,2021-08-17,23,0.01176849959222865,FLP115,FLIP,2,54,13,0.34113810403580613
1286,2021-08-17,17,0.00676034096883049,FLP532,FLIP,2,54,14,0.29613749931475536
1287,2021-08-17,74,0.0293599413047455,VVL047,Vavilov,2,54,15,0.1280360941772573
1288,2021-08-17,34,0.018270488041743,FLP254,FLIP,2,54,16,0.2524618056704321
1309,2021-08-17,26,0.01441500175701427,FLP172,FLIP,2,55,13,0.4169329544576967
1310,2021-08-17,32,0.01613408277452253,FLP339,FLIP,2,55,14,0.36556283973527826
1311,2021-08-17,50,0.01834333609122469,VVL136,Vavilov,2,55,15,0.08853718270231764
1312,2021-08-17,44,0.0133384917448184,VVL208,Vavilov,2,55,16,0.1072879867157041
1333,2021-08-17,16,0.00880402985720104,FLP129,FLIP,2,56,13,0.32384470220681993
1334,2021-08-17,5,0.00115266831357214,VVL079,Vavilov,2,56,14,0.01891973017566922
1335,2021-08-17,53,0.02283148254556799,FLP309,FLIP,2,56,15,0.17793224532681634
1336,2021-08-17,25,0.01573660368946586,FLP070,FLIP,2,56,16,0.4404136910150005
1265,2021-08-17,25,0.01646531336708243,FLP308,FLIP,2,53,17,0.1833345702421729
1266,2021-08-17,0,0,VVL038,Vavilov,2,53,18,5.829608737601161e-4
1267,2021-08-17,11,0.00552155468333514,FLP296,FLIP,2,53,19,0.2852997267071241
1268,2021-08-17,29,0.01380221599549925,FLP151,FLIP,2,53,20,0.2536409765287196
1289,2021-08-17,8,0.00254381909200997,INT037,Introgression,2,54,17,0.1938344905252386
1290,2021-08-17,21,0.00672390088486824,VVL119,Vavilov,2,54,18,0.04229778612452661
1291,2021-08-17,58,0.02908175684600818,FLP477,FLIP,2,54,19,0.16645189084697223
1292,2021-08-17,6,0.00345138714767818,FLP581,FLIP,2,54,20,0.37077967709989296
1313,2021-08-17,30,0.01324576016920413,FLP094,FLIP,2,55,17,0.3254147218327421
1314,2021-08-17,24,0.0103607813307408,FLP495,FLIP,2,55,18,0.2800398297325158
1315,2021-08-17,31,0.01337495548638321,FLP478,FLIP,2,55,19,0.4601813642797753
1316,2021-08-17,15,0.00735986892420479,FLP591,FLIP,2,55,20,0.46097299864812
1337,2021-08-17,5,0.00176875126602124,FLP435,FLIP,2,56,17,0.6338142731626107
1338,2021-08-17,45,0.0207480667735579,FLP389,FLIP,2,56,18,0.36235986720728947
1339,2021-08-17,31,0.0155875372089007,FLP218,FLIP,2,56,19,0.2692948009002555
1340,2021-08-17,33,0.0190223842686981,FLP344,FLIP,2,56,20,0.3230497555607834
1269,2021-08-17,2,0.00252395721093233,FLP168,FLIP,2,53,21,0.523101391313566
1270,2021-08-17,30,0.02056923776216521,FLP368,FLIP,2,53,22,0.3140933566821053
1271,2021-08-17,19,0.01461707370989925,FLP256,FLIP,2,53,23,0.3918855105521626
1272,2021-08-17,12,0.00532944712430887,VVL106,Vavilov,2,53,24,0.03812431623283487
1293,2021-08-17,12,0.00579647538392854,INT039,Introgression,2,54,21,0.2831831812620519
1294,2021-08-17,11,0.01165921827677621,FLP279,FLIP,2,54,22,0.501508653040599
1295,2021-08-17,20,0.00848271765760236,VVL230,Vavilov,2,54,23,0.25417756551479426
1296,2021-08-17,46,0.02152312597438004,VVL195,Vavilov,2,54,24,0.12277950948034082
1317,2021-08-17,7,0.00547850695117118,FLP281,FLIP,2,55,21,0.4581343766662313
1318,2021-08-17,23,0.01686941086125927,FLP577,FLIP,2,55,22,0.4216065782808531
1319,2021-08-17,22,0.01156314125038798,FLP249,FLIP,2,55,23,0.46937955942995624
1320,2021-08-17,68,0.02519642999320552,VVL026,Vavilov,2,55,24,0.1164464345335832
1341,2021-08-17,9,0.00457755890645068,FLP262,FLIP,2,56,21,0.5444225228158039
1342,2021-08-17,19,0.01054296811461948,FLP490,FLIP,2,56,22,0.2752767744116803
1343,2021-08-17,33,0.01306026711744323,VVL172,Vavilov,2,56,23,0.1001135932352245
1344,2021-08-17,19,0.01211299131780082,FLP121,FLIP,2,56,24,0.4021800696183356
13,2021-08-17,22,0.01094042999040188,FLP052,FLIP,1,1,13,0.2969953792369364
14,2021-08-17,27,0.01302383960157505,VVL004,Vavilov,1,1,14,0.12424022394243292
15,2021-08-17,31,0.01829037485366072,VVL005,Vavilov,1,1,15,0.09353209746158044
16,2021-08-17,0,0,FLP053,FLIP,1,1,16,0.46300342487320495
37,2021-08-17,14,0.00671065946651935,FLP068,FLIP,1,2,13,0.4620097415656593
38,2021-08-17,56,0.02546803185778494,VVL009,Vavilov,1,2,14,0.12494573909079036
39,2021-08-17,36,0.01301390658689896,VVL010,Vavilov,1,2,15,0.10175979524805844
40,2021-08-17,16,0.01047673206700133,FLP071,FLIP,1,2,16,0.2874527072068063
61,2021-08-17,19,0.01109942895171827,FLP087,FLIP,1,3,13,0.39799335061587654
62,2021-08-17,66,0.02551440109565337,VVL016,Vavilov,1,3,14,0.0764904287371725
63,2021-08-17,49,0.02166888047802034,FLP088,FLIP,1,3,15,0.27159683389606953
64,2021-08-17,35,0.01804195547226312,FLP089,FLIP,1,3,16,0.21352929368079343
85,2021-08-17,16,0.00654172227437461,FLP104,FLIP,1,4,13,0.5359199059809049
86,2021-08-17,10,0.00403102870184313,FLP105,FLIP,1,4,14,0.32133068343872945
87,2021-08-17,7,0.00207679009309139,FLP106,FLIP,1,4,15,0.3998449138456033
88,2021-08-17,2,9.506221540298876e-4,FLP107,FLIP,1,4,16,0.6186307922233132
1345,2021-08-17,32,0.01845929709552603,VVL125,Vavilov,2,57,1,0.1438522201556923
1346,2021-08-17,5,0.00212316438283565,VVL112,Vavilov,2,57,2,0.09843426844547232
1347,2021-08-17,12,0.00721082310296168,FLP385,FLIP,2,57,3,0.37502932937849653
1348,2021-08-17,19,0.00745922786265715,VVL170,Vavilov,2,57,4,0.04765705142988949
1369,2021-08-17,13,0.00774078602989225,FLP075,FLIP,2,58,1,0.3616046678935548
1370,2021-08-17,9,0.00405753338894343,VVL123,Vavilov,2,58,2,0.03200322705835365
1371,2021-08-17,2,4.372191939443434e-4,FLP224,FLIP,2,58,3,0.336789083426448
1372,2021-08-17,12,0.00374285910778022,INT045,Introgression,2,58,4,0.249063408758626
1393,2021-08-17,72,0.03465297298838887,VVL159,Vavilov,2,59,1,0.21081985052888563
1394,2021-08-17,12,0.00467029787504073,FLP209,FLIP,2,59,2,0.4189700052381653
1395,2021-08-17,82,0.03338766842094655,VVL050,Vavilov,2,59,3,0.13711835960822458
1396,2021-08-17,13,0.00821443430043417,FLP107,FLIP,2,59,4,0.6353412331785393
1417,2021-08-17,3,0.00155013975919357,FLP555,FLIP,2,60,1,0.540288800256414
1418,2021-08-17,29,0.01506090026455291,VVL083,Vavilov,2,60,2,0.07389029074909471
1419,2021-08-17,18,0.00799581704350392,FLP430,FLIP,2,60,3,0.31298043137765413
1420,2021-08-17,9,0.00498496599536703,VVL114,Vavilov,2,60,4,0.517689129565134
1349,2021-08-17,34,0.01942979119333853,VVL023,Vavilov,2,57,5,0.07300260032768727
1350,2021-08-17,26,0.01538882331596915,FLP371,FLIP,2,57,6,0.3950123006932396
1351,2021-08-17,11,0.00516383299858525,FLP491,FLIP,2,57,7,0.3327779151416554
1352,2021-08-17,19,0.00870463855382146,FLP208,FLIP,2,57,8,0.3411745390904161
1373,2021-08-17,15,0.00634961874040741,FLP066,FLIP,2,58,5,0.24466139170619872
1374,2021-08-17,16,0.00790640204492255,VVL057,Vavilov,2,58,6,0.03428538638801683
1375,2021-08-17,12,0.00403102866077148,FLP280,FLIP,2,58,7,0.3549469897329989
1376,2021-08-17,9,0.00418339738414605,FLP058,FLIP,2,58,8,0.4770176717872905
1397,2021-08-17,17,0.0062601797967433,FLP358,FLIP,2,59,5,0.4458756369288097
1398,2021-08-17,34,0.01725361534160932,FLP103,FLIP,2,59,6,0.3806469523438213
1399,2021-08-17,29,0.01155651154639749,FLP055,FLIP,2,59,7,0.02844915309503203
1400,2021-08-17,31,0.0142493948600165,FLP384,FLIP,2,59,8,0.25561509403304367
1421,2021-08-17,34,0.01860834373821185,FLP546,FLIP,2,60,5,0.33922360752993486
1422,2021-08-17,24,0.00987717955046239,FLP197,FLIP,2,60,6,0.4902402843330313
1423,2021-08-17,26,0.01112259693640172,FLP277,FLIP,2,60,7,0.5405637193048349
1424,2021-08-17,10,0.00696240121614952,VVL200,Vavilov,2,60,8,0.49341675863948553
1353,2021-08-17,9,0.00638606247980474,FLP134,FLIP,2,57,9,0.39212730682366537
1354,2021-08-17,12,0.00773416519750132,FLP526,FLIP,2,57,10,0.3569078581265556
1355,2021-08-17,37,0.02355690994147047,FLP153,FLIP,2,57,11,0.1652694077109929
1356,2021-08-17,28,0.01378236372532007,FLP594,FLIP,2,57,12,0.20046898274195177
1377,2021-08-17,31,0.01090067435621127,VVL215,Vavilov,2,58,9,0.1392481541640641
1378,2021-08-17,47,0.01915484416546431,VVL064,Vavilov,2,58,10,0.19336083481530852
1379,2021-08-17,22,0.0089398066595642,VVL075,Vavilov,2,58,11,0.11812575932333534
1380,2021-08-17,5,0.00235502289382614,FLP367,FLIP,2,58,12,0.43560757608417133
1401,2021-08-17,36,0.00880068822612484,VVL105,Vavilov,2,59,9,0.2583974072941715
1402,2021-08-17,15,0.00643905686264102,FLP372,FLIP,2,59,10,0.4206526423056092
1403,2021-08-17,14,0.00940354360155611,FLP154,FLIP,2,59,11,0.45099310596266984
1404,2021-08-17,34,0.01148693575704803,VVL001,Vavilov,2,59,12,0.12796653634572913
1425,2021-08-17,28,0.01288803675942347,FLP069,FLIP,2,60,9,0.5495366795719722
1426,2021-08-17,16,0.00509426456115265,VVL199,Vavilov,2,60,10,0.03079424570083977
1427,2021-08-17,32,0.01573328259449575,FLP198,FLIP,2,60,11,0.19554031353652532
1428,2021-08-17,31,0.01709132847170548,FLP583,FLIP,2,60,12,0.449436335447515
1357,2021-08-17,13,0.00644236666275407,FLP418,FLIP,2,57,13,0.18083380058484969
1358,2021-08-17,1,9.936824132284897e-4,FLP403,FLIP,2,57,14,0.5018829404197745
1359,2021-08-17,42,0.0179955548552131,FLP128,FLIP,2,57,15,0.19040959539189792
1360,2021-08-17,0,0,VVL037,Vavilov,2,57,16,4.372206553200871e-4
1381,2021-08-17,25,0.01255020324195989,FLP520,FLIP,2,58,13,0.4690847667153843
1382,2021-08-17,21,0.00981094822615552,FLP077,FLIP,2,58,14,0.41101722650010825
1383,2021-08-17,37,0.01529273294111579,VVL058,Vavilov,2,58,15,0.10416450885231893
1384,2021-08-17,30,0.01687934712064985,FLP464,FLIP,2,58,16,0.25794362525039227
1405,2021-08-17,16,0.00533274575278133,VVL110,Vavilov,2,59,13,0.03455036860336234
1406,2021-08-17,17,0.00998982139021066,FLP282,FLIP,2,59,14,0.3022155288792429
1407,2021-08-17,20,0.00896630580191,FLP479,FLIP,2,59,15,0.4865636560951124
1408,2021-08-17,38,0.02033734167008353,CVR484,Cultivar,2,59,16,0.2488580475417332
1429,2021-08-17,26,0.01398109560788371,FLP246,FLIP,2,60,13,0.34289361121247014
1430,2021-08-17,14,0.00668747525831948,FLP216,FLIP,2,60,14,0.46210579761872206
1431,2021-08-17,17,0.00778051677430221,FLP196,FLIP,2,60,15,0.4734470364355098
1432,2021-08-17,20,0.01097356577795888,FLP446,FLIP,2,60,16,0.4579488891154894
1361,2021-08-17,14,0.00825418812744967,FLP176,FLIP,2,57,17,0.4735232188224216
1362,2021-08-17,18,0.01065558974682622,INT034,Introgression,2,57,18,0.2601562267485273
1363,2021-08-17,5,0.00277568314774223,FLP268,FLIP,2,57,19,0.5326208773998534
1364,2021-08-17,56,0.03876355518088408,VVL102,Vavilov,2,57,20,0.1919961764062791
1385,2021-08-17,19,0.0068033999547921,VVL188,Vavilov,2,58,17,0.03794214095978483
1386,2021-08-17,32,0.01200034537083642,FLP217,FLIP,2,58,18,0.15945304808415903
1387,2021-08-17,13,0.00580309839314402,VVL091,Vavilov,2,58,19,0.3952176619101323
1388,2021-08-17,49,0.02493808556511788,FLP361,FLIP,2,58,20,0.11589328415904944
1409,2021-08-17,13,0.01043035399860551,FLP324,FLIP,2,59,17,0.5485164980428919
1410,2021-08-17,11,0.00457755479922182,FLP202,FLIP,2,59,18,0.39846038177042303
1411,2021-08-17,91,0.03380170196914195,FLP082,FLIP,2,59,19,0.12454495349008028
1412,2021-08-17,10,0.00450137210095682,FLP524,FLIP,2,59,20,0.5077257982681429
1433,2021-08-17,32,0.01523975293354867,FLP173,FLIP,2,60,17,0.5684895325245596
1434,2021-08-17,3,7.419472351695765e-4,FLP160,FLIP,2,60,18,0.11275986946258884
1435,2021-08-17,6,0.00207679165383352,FLP475,FLIP,2,60,19,0.3742807546201455
1436,2021-08-17,58,0.02872070589290263,FLP341,FLIP,2,60,20,0.25108058587294363
1365,2021-08-17,2,0.00114273554531578,FLP422,FLIP,2,57,21,0.3995699947971823
1366,2021-08-17,23,0.01082118990800228,FLP354,FLIP,2,57,22,0.3880830157619546
1367,2021-08-17,8,0.00306384851137254,FLP511,FLIP,2,57,23,0.521822852124524
1368,2021-08-17,10,0.00627675569957414,FLP436,FLIP,2,57,24,0.5269601948245349
1389,2021-08-17,28,0.01431232607722764,VVL109,Vavilov,2,58,21,0.1813505159047734
1390,2021-08-17,12,0.0071677639937836,FLP244,FLIP,2,58,22,0.6257323155945729
1391,2021-08-17,33,0.0156769774668867,VVL135,Vavilov,2,58,23,0.05534816023029284
1392,2021-08-17,4,0.00111954579236141,INT042,Introgression,2,58,24,0.3753936799245966
1413,2021-08-17,8,0.00471667873634352,FLP106,FLIP,2,59,21,0.5459826056086505
1414,2021-08-17,25,0.01256014208889611,FLP231,FLIP,2,59,22,0.35464557246304335
1415,2021-08-17,49,0.01614729770127649,VVL097,Vavilov,2,59,23,0.04509666077411353
1416,2021-08-17,22,0.00867151397900267,FLP536,FLIP,2,59,24,0.2553964837053836
1437,2021-08-17,56,0.02924736378409085,VVL090,Vavilov,2,60,21,0.10486008716760088
1438,2021-08-17,14,0.00514064308133002,VVL180,Vavilov,2,60,22,0.05231411386458678
1439,2021-08-17,10,0.00311684112810589,VVL040,Vavilov,2,60,23,0.00535926530536288
1440,2021-08-17,4,0.00190124225445171,FLP130,FLIP,2,60,24,0.00203373850277676
1441,2021-08-17,1,5.564604263771823e-4,FLP235,FLIP,2,61,1,0.4096591926464625
1442,2021-08-17,8,0.00399790995927124,FLP319,FLIP,2,61,2,0.3881890086480928
1443,2021-08-17,5,0.00355076021497997,FLP363,FLIP,2,61,3,0.5243534322810736
1444,2021-08-17,21,0.00910543651595103,FLP124,FLIP,2,61,4,0.217212546474096
1465,2021-08-17,17,0.00913193290646203,FLP305,FLIP,2,62,1,0.393432344234242
1466,2021-08-17,16,0.01058603022206534,FLP232,FLIP,2,62,2,0.11264393974337517
1467,2021-08-17,19,0.00878082556467613,FLP487,FLIP,2,62,3,0.45491484274978333
1468,2021-08-17,44,0.01666402060632386,VVL187,Vavilov,2,62,4,0.14198409553750646
1489,2021-08-17,34,0.01010903407745324,VVL221,Vavilov,2,63,1,0.06309889002914894
1490,2021-08-17,20,0.00663116696815403,VVL044,Vavilov,2,63,2,0.01749876304587894
1491,2021-08-17,45,0.01656135236059842,FLP099,FLIP,2,63,3,0.04009180918177526
1492,2021-08-17,31,0.01823737073670948,FLP043,FLIP,2,63,4,0.4048762636594761
1513,2021-08-17,26,0.00915179371965074,VVL014,Vavilov,2,64,1,0.0893751889583478
1514,2021-08-17,11,0.00422976600593206,INT043,Introgression,2,64,2,0.34689153038649545
1515,2021-08-17,53,0.02017501524762476,VVL224,Vavilov,2,64,3,0.05457971180579087
1516,2021-08-17,19,0.01064232368515512,FLP453,FLIP,2,64,4,0.28738646165297
1445,2021-08-17,7,0.00318640311719645,FLP140,FLIP,2,61,5,0.5040160472533058
1446,2021-08-17,13,0.00856554172436438,FLP200,FLIP,2,61,6,0.4342429176751419
1447,2021-08-17,65,0.03761416557573526,VVL175,Vavilov,2,61,7,0.3475109263148656
1448,2021-08-17,26,0.01116234616330971,VVL089,Vavilov,2,61,8,0.07044552194960313
1469,2021-08-17,10,0.00374286107924396,VVL094,Vavilov,2,62,5,0.394455838041014
1470,2021-08-17,30,0.01034421438162787,VVL108,Vavilov,2,62,6,0.04567630937018183
1471,2021-08-17,45,0.01986368202252748,FLP326,FLIP,2,62,7,0.2091107152399071
1472,2021-08-17,15,0.00714788309626984,VVL068,Vavilov,2,62,8,0.06113139708020854
